Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,PI_High,PI_Low,AtR_High,AtR_Low,Exam_Score
24,89,88,6,1,0,0,0,90
22,100,95,10,1,0,1,0,100
2,17,6,0,0,0,0,0,7
4,43,33,1,0,1,0,1,39
15,63,61,6,1,0,0,0,70
18,93,88,6,0,0,1,0,83
23,93,90,7,1,0,0,0,93
14,64,75,4,0,0,0,0,63
1,33,12,2,0,0,0,1,14
16,83,67,7,0,0,1,0,66
12,69,61,2,0,0,0,0,57
6,37,47,2,0,0,0,0,39
4,56,39,1,0,0,0,0,32
8,50,30,2,0,0,0,0,33
4,47,31,2,0,0,0,0,28
8,58,47,1,0,0,1,0,34
0,16,7,0,0,1,0,0,9
8,51,35,4,1,0,1,0,40
16,78,77,7,0,0,1,0,71
26,97,100,7,0,0,0,0,100
1,18,12,1,0,1,0,1,6
4,53,33,1,0,0,0,0,39
1,37,27,1,0,0,0,0,14
1,16,10,2,0,0,0,0,18
8,60,42,2,0,0,0,0,42
19,94,80,6,1,0,1,0,90
29,95,95,8,1,0,0,0,93
13,66,78,4,0,0,1,0,61
4,18,18,0,0,0,0,1,15
1,16,7,0,0,0,0,0,5
9,50,65,3,0,0,0,0,56
26,96,90,10,1,0,1,0,100
16,60,72,5,0,0,0,1,68
9,41,47,2,0,0,0,0,41
4,17,18,1,0,1,1,0,19
21,98,94,7,1,0,1,0,92
19,90,89,8,0,0,0,0,90
0,26,15,0,0,0,1,0,3
7,52,42,4,0,0,0,0,42
21,88,89,8,1,0,1,0,87
5,44,23,3,1,0,0,1,25
12,75,56,5,1,0,1,0,51
19,93,86,7,1,0,1,0,89
9,63,58,2,1,0,0,0,53
4,50,43,1,0,1,0,0,33
23,80,85,7,1,0,1,0,90
20,71,75,6,1,0,1,0,78
8,46,47,4,0,0,0,0,38
1,19,18,0,0,0,0,0,1
1,19,3,1,0,0,0,1,1
3,24,15,2,0,0,0,1,15
6,33,45,3,0,1,1,0,36
23,94,95,8,1,0,1,0,95
29,97,91,7,1,0,1,0,100
22,94,95,9,1,0,1,0,91
10,82,68,6,0,0,1,0,67
15,80,83,5,1,0,0,0,81
9,55,58,5,0,0,1,0,46
7,51,59,2,0,0,1,0,44
23,82,82,9,1,0,0,0,85
2,13,0,0,0,1,1,0,3
21,88,82,6,1,0,1,0,84
1,9,3,1,0,0,0,0,1
27,92,97,8,1,0,1,0,100
8,57,56,5,1,0,0,0,49
21,92,97,8,1,0,1,0,98
5,33,23,1,0,0,0,1,26
6,32,44,1,1,0,1,0,31
27,98,96,7,0,0,1,0,97
16,80,82,8,0,0,1,0,85
22,97,99,7,1,0,1,0,94
16,64,79,6,1,0,0,0,66
10,47,58,4,0,0,1,0,46
10,73,52,2,0,0,0,0,60
3,39,34,4,0,0,0,1,33
3,23,22,1,0,0,0,0,27
18,84,85,7,1,0,1,0,82
11,84,74,3,0,0,1,0,69
4,41,33,4,1,0,1,0,33
20,88,70,5,0,0,1,0,78
13,67,54,2,0,0,0,1,60
7,55,30,3,0,1,1,0,39
4,36,25,1,1,0,0,1,25
11,57,41,3,0,0,0,0,44
21,81,80,8,1,0,0,0,85
6,59,33,2,1,0,1,0,40
10,46,49,4,0,0,0,0,41
1,12,2,0,0,0,0,0,0
13,80,78,5,0,0,1,0,64
29,94,95,7,1,0,1,0,95
14,68,62,2,0,0,0,0,51
6,35,39,3,0,0,0,0,26
3,22,38,3,1,0,0,1,22
3,36,25,0,0,1,1,0,11
0,20,5,0,0,0,1,0,2
16,79,65,7,0,0,1,0,63
4,44,26,3,0,0,0,0,28
24,92,87,7,1,0,0,0,85
13,82,62,4,1,0,0,1,63
6,45,37,2,1,0,0,0,31
11,64,59,1,0,0,0,1,44
2,29,23,2,1,0,0,1,14
1,29,15,0,0,0,0,1,1
1,8,6,0,0,0,0,1,2
21,90,91,7,0,0,1,0,97
8,46,35,4,0,0,0,0,33
4,41,49,3,1,0,0,1,36
2,2,15,0,0,0,0,0,10
2,37,27,2,1,0,0,0,13
1,1,2,0,0,0,0,0,10
2,11,25,2,0,0,0,0,11
4,40,23,3,0,0,0,1,28
12,72,61,2,0,0,0,0,51
14,55,62,3,0,0,1,0,53
8,54,65,2,0,1,1,0,51
4,38,30,4,1,0,1,0,39
6,31,28,0,0,0,0,1,22
5,47,29,2,0,0,0,0,28
1,5,13,0,0,0,0,0,7
8,40,57,4,0,0,0,0,44
12,73,60,5,0,0,1,0,55
9,53,42,5,0,0,1,0,44
4,32,32,3,0,1,0,1,24
21,90,83,5,1,0,1,0,90
21,92,93,8,0,0,0,0,91
25,93,96,10,1,0,1,0,94
9,79,51,2,1,0,1,0,51
11,65,43,3,0,0,1,0,50
2,23,11,0,1,0,1,0,13
5,52,31,2,1,0,0,0,33
6,47,32,3,0,0,0,1,23
4,34,47,2,0,0,0,0,31
12,81,73,7,0,0,1,0,69
14,57,66,2,0,0,1,0,56
18,74,84,6,1,0,0,0,78
8,38,36,4,0,0,0,1,31
2,46,34,3,0,0,1,0,27
19,83,85,9,1,0,1,0,88
4,22,12,2,0,0,0,0,16
10,55,57,5,0,0,1,0,47
1,13,13,1,0,0,0,0,20
1,16,29,2,0,0,0,0,20
24,93,96,7,1,0,0,0,94
5,52,45,4,0,0,0,0,38
2,28,18,0,0,0,0,1,7
5,44,45,2,0,0,0,0,48
21,84,88,6,0,0,1,0,87
9,66,53,6,1,0,0,0,59
1,34,18,1,0,0,0,0,14
9,50,54,5,1,0,0,0,53
15,86,82,6,1,0,1,0,89
12,68,72,5,0,0,0,0,62
6,29,39,2,0,1,1,0,28
4,34,10,0,0,0,1,0,20
17,80,87,7,1,0,0,0,89
5,67,40,1,0,0,1,0,49
11,79,52,5,1,0,0,0,51
18,83,82,5,1,0,1,0,90
1,3,4,0,0,0,0,1,7
27,92,94,8,1,0,1,0,94
3,28,13,1,0,0,0,0,12
2,18,1,1,0,1,0,0,3
12,82,75,5,1,0,0,0,76
5,55,52,4,0,0,0,0,48
13,63,63,4,0,0,1,0,51
17,60,77,4,0,0,0,0,68
19,83,72,6,1,0,1,0,75
2,5,5,1,0,1,0,0,0
4,24,30,3,0,1,0,1,24
2,15,4,0,0,0,0,1,4
1,36,15,1,0,1,0,0,11
6,34,33,0,0,0,0,1,27
14,65,54,5,0,0,1,0,51
27,92,100,7,0,0,0,0,94
2,27,7,0,0,1,1,0,3
7,39,48,1,0,0,1,0,36
1,18,18,0,1,0,1,0,7
6,51,30,3,0,0,1,0,33
12,84,76,5,0,0,1,0,73
6,54,48,2,1,0,1,0,38
23,85,87,8,0,1,1,0,89
12,53,56,6,1,0,1,0,51
8,70,50,5,0,0,1,0,55
12,55,56,4,1,0,0,0,59
1,9,7,0,0,0,1,0,1
10,56,54,2,0,0,0,1,52
24,86,83,7,0,0,0,0,89
5,43,21,0,0,0,0,0,29
15,83,89,5,1,0,1,0,83
1,16,18,1,1,0,0,0,9
18,85,89,9,1,0,1,0,88
23,95,95,9,1,0,1,0,93
12,80,79,4,0,0,0,0,62
7,34,37,4,1,0,1,0,33
23,99,94,9,1,0,1,0,98
0,1,12,0,1,0,0,0,9
8,33,42,4,1,0,0,0,40
21,93,88,8,1,0,1,0,81
13,67,71,4,1,0,1,0,61
13,55,67,3,1,0,0,0,57
9,51,51,2,0,0,0,0,53
11,74,68,5,0,0,1,0,51
11,82,68,5,0,0,0,0,70
13,72,54,3,1,0,1,0,58
10,68,50,2,0,0,0,0,45
5,30,44,1,0,0,0,1,39
15,76,73,7,0,0,0,0,73
3,36,23,0,0,0,0,1,20
4,13,29,1,0,0,0,0,14
2,46,36,2,0,1,0,1,23
12,71,73,5,1,0,1,0,64
21,95,96,8,1,0,1,0,98
5,62,52,3,1,0,0,0,46
14,53,66,3,0,0,1,0,56
2,11,13,1,0,1,0,0,10
24,83,89,5,0,0,1,0,83
12,76,78,6,1,0,1,0,76
3,39,26,1,0,0,0,0,17
12,71,62,4,0,0,1,0,51
1,4,1,0,0,0,1,0,9
26,90,100,7,0,0,0,0,96
4,22,26,3,0,0,0,0,30
21,91,80,8,1,0,0,0,88
1,38,11,0,0,0,0,0,16
11,65,70,5,0,0,0,0,62
24,90,82,6,1,0,0,0,82
1,22,26,2,1,0,0,1,18
3,42,42,3,0,0,0,0,39
16,81,62,3,0,0,1,0,61
9,43,56,2,0,0,0,0,46
29,99,95,10,1,0,1,0,94
3,33,28,2,0,1,0,0,29
15,71,74,6,0,0,1,0,74
3,16,26,0,1,0,0,0,19
10,73,50,3,0,0,1,0,57
8,50,67,2,0,0,1,0,53
8,32,34,2,1,0,0,0,34
0,8,5,1,1,0,0,0,2
5,64,50,1,1,0,0,0,43
16,82,71,4,1,0,1,0,66
10,63,60,2,0,0,1,0,58
13,61,67,3,0,0,1,0,51
3,39,38,1,0,0,0,0,34
4,33,37,3,1,0,0,1,29
1,8,9,0,0,1,0,0,3
2,31,13,2,0,0,1,0,11
11,64,53,5,1,0,1,0,45
25,90,91,9,0,0,1,0,96
4,26,12,2,0,0,0,1,15
15,68,74,6,0,0,0,0,67
1,25,16,0,0,0,1,0,6
13,77,62,6,0,0,0,0,54
8,48,43,4,1,0,1,0,43
30,97,96,7,1,0,0,0,98
10,76,63,5,0,0,0,0,66
13,53,57,5,0,0,0,0,60
25,92,94,8,1,0,0,0,95
30,96,99,9,1,0,1,0,95
23,92,91,9,1,0,1,0,94
11,57,50,4,0,0,0,0,56
2,18,10,0,0,0,0,0,4
1,34,27,2,0,0,0,0,16
13,66,76,3,0,0,0,0,65
5,45,39,1,0,0,0,1,25
21,87,81,9,0,0,0,0,81
14,61,67,7,0,0,1,0,69
4,13,28,0,0,0,0,0,14
9,58,69,3,1,0,0,0,58
19,93,89,8,1,0,1,0,85
8,78,56,3,1,0,0,0,59
5,24,39,1,0,0,0,0,22
18,82,72,5,1,0,0,0,78
7,58,39,4,1,0,1,0,37
2,0,13,0,0,0,0,0,2
10,68,70,5,1,0,1,0,61
23,80,89,9,0,0,0,0,81
8,51,34,3,0,0,1,0,40
2,2,1,0,0,0,0,0,8
11,68,51,5,0,0,0,0,46
4,58,42,3,0,0,1,0,31
8,55,45,1,0,1,0,0,47
20,98,94,10,0,0,1,0,92
2,39,26,2,0,1,1,0,11
5,41,41,4,0,1,0,0,38
4,44,39,1,0,1,0,0,33
4,37,25,2,0,0,0,1,20
16,65,69,7,1,0,0,0,68
6,40,43,1,0,0,0,0,39
17,84,85,8,1,0,1,0,82
11,72,65,4,1,0,1,0,61
6,46,42,5,0,0,1,0,41
13,77,62,3,0,0,1,0,61
21,81,82,6,1,0,0,0,72
3,32,11,1,0,0,1,0,12
16,68,62,6,0,0,0,0,68
1,11,11,1,0,0,1,0,2
6,20,28,3,0,0,0,0,23
15,74,77,5,1,0,0,0,79
4,20,38,2,0,0,0,0,23
19,87,88,9,0,0,1,0,84
15,84,80,5,0,1,0,0,83
2,29,20,0,0,0,1,0,23
8,51,44,3,0,0,1,0,50
13,70,67,5,0,0,1,0,62
19,83,80,9,1,0,0,0,84
8,38,45,4,0,0,0,0,38
30,97,91,9,1,0,0,0,98
22,91,89,6,1,0,0,0,90
27,98,91,7,1,0,1,0,99
5,57,58,2,1,0,0,0,42
1,10,21,2,0,1,0,0,16
15,93,88,6,1,0,1,0,88
7,69,49,3,0,1,1,0,46
10,56,59,3,0,0,0,0,41
2,26,33,0,0,0,1,0,24
3,34,10,0,0,0,0,1,12
15,67,63,4,1,0,1,0,70
9,68,68,6,1,0,1,0,58
6,66,56,1,0,0,0,1,42
5,58,47,3,0,1,1,0,32
6,52,33,3,0,1,0,0,34
6,38,23,3,0,1,0,1,29
19,79,83,6,1,0,0,0,79
4,30,21,1,0,0,0,0,18
20,82,83,6,1,0,0,0,87
16,74,84,7,0,0,0,0,74
8,41,53,3,0,0,0,1,49
13,77,74,3,1,0,0,0,64
15,64,73,3,0,0,0,0,70
0,23,5,0,0,1,0,0,6
2,36,26,2,1,0,0,1,22
12,53,68,6,1,0,1,0,51
29,92,94,8,0,0,1,0,91
5,34,25,0,0,0,0,0,24
4,38,27,2,0,0,0,0,18
4,52,33,4,0,0,0,0,37
9,52,46,2,1,0,0,0,42
7,65,47,2,0,0,0,0,42
12,73,53,2,0,0,1,0,60
24,84,88,8,1,0,1,0,87
0,14,5,1,0,0,1,0,0
0,7,15,0,0,0,0,1,3
26,100,93,8,1,0,0,0,99
20,90,80,6,1,0,0,0,86
11,73,79,7,1,0,0,0,69
20,95,91,8,1,0,0,0,91
10,60,51,1,0,0,0,0,43
3,23,11,1,0,0,0,0,13
23,90,100,9,1,0,1,0,97
1,27,12,2,0,0,0,0,17
17,83,88,6,1,0,0,0,81
17,71,79,4,1,0,0,0,71
25,90,95,9,1,0,0,0,97
4,29,10,0,0,0,0,1,15
27,95,90,9,0,0,1,0,95
12,61,52,5,0,0,1,0,52
5,21,26,2,1,0,1,0,22
13,63,67,3,0,0,0,0,65
27,96,90,9,1,0,0,0,100
15,71,75,7,1,0,0,0,76
6,40,22,0,0,0,1,0,30
18,88,78,6,1,0,0,0,72
4,49,27,0,0,0,0,0,27
20,92,97,10,0,0,0,0,91
6,32,38,3,1,0,0,0,38
6,33,37,1,0,1,0,1,28
2,10,29,2,0,1,0,0,13
6,46,32,1,0,0,1,0,29
6,64,56,4,1,0,1,0,47
29,95,93,8,0,0,1,0,92
30,92,90,8,1,0,1,0,91
9,50,47,4,0,0,1,0,45
20,78,81,4,0,0,1,0,76
13,75,62,3,0,0,1,0,66
25,93,99,8,1,0,0,0,98
6,59,33,3,0,0,0,0,32
22,84,82,5,1,0,0,0,84
15,73,73,6,0,0,1,0,76
5,46,46,1,0,0,1,0,34
4,21,16,0,1,0,0,1,13
2,26,14,1,0,0,1,0,2
5,45,57,4,1,0,1,0,50
1,34,10,0,0,1,0,0,19
2,17,20,0,0,0,0,1,20
14,75,77,3,1,0,1,0,62
25,94,92,10,1,0,1,0,99
8,50,59,5,1,0,1,0,54
10,70,57,2,1,0,0,0,59
13,63,68,3,1,0,0,0,59
18,78,82,6,0,0,0,0,79
20,97,98,8,1,0,1,0,91
4,17,15,1,0,0,1,0,17
13,71,72,4,0,0,1,0,73
2,13,9,0,0,0,0,0,9
25,90,100,9,1,0,1,0,94
17,66,69,5,1,0,0,0,64
8,30,46,3,0,0,0,0,40
5,51,53,1,0,0,0,0,44
11,62,48,5,1,0,1,0,50
2,25,37,2,0,1,1,0,24
9,54,61,2,0,0,0,0,55
5,33,34,4,1,0,1,0,38
2,35,20,1,0,1,0,0,17
8,68,47,2,0,0,1,0,48
28,99,96,7,0,0,1,0,94
11,75,51,6,0,0,1,0,60
0,27,11,1,0,0,0,0,1
21,84,76,8,1,0,0,0,77
21,100,97,7,1,0,1,0,93
8,66,54,4,1,0,1,0,58
24,80,85,8,1,0,0,0,89
12,88,75,6,0,0,1,0,77
2,16,13,0,0,1,0,0,16
14,64,62,6,0,0,1,0,52
28,90,90,7,0,0,1,0,97
13,73,68,2,0,0,1,0,57
18,86,85,5,1,0,1,0,87
11,72,69,5,0,0,0,0,57
17,88,83,9,1,0,1,0,85
15,64,63,7,1,0,1,0,68
24,99,91,8,1,0,1,0,93
22,91,87,5,0,0,1,0,88
13,77,59,4,1,0,0,0,57
23,95,96,9,1,0,1,0,96
0,5,17,0,0,0,0,1,8
4,47,31,3,0,0,0,0,39
15,88,86,8,1,0,1,0,89
23,83,88,7,1,0,0,0,84
1,14,14,1,0,0,0,1,0
24,98,99,10,1,0,1,0,97
1,7,7,0,0,0,1,0,7
16,65,71,6,1,0,1,0,68
24,100,95,8,0,0,0,0,96
5,46,41,1,0,0,0,0,32
0,26,4,1,0,0,1,0,9
16,81,60,7,1,0,1,0,70
29,94,93,10,1,0,1,0,96
24,94,100,8,1,0,1,0,98
7,54,38,2,0,0,1,0,36
10,64,53,3,1,0,1,0,44
13,88,70,6,1,0,0,0,76
19,70,79,6,0,0,1,0,79
1,5,8,1,0,0,0,1,8
13,56,51,2,0,0,0,0,56
27,92,98,7,1,0,1,0,97
22,95,94,8,1,0,0,0,91
21,88,85,5,0,0,0,0,83
3,19,17,2,0,0,1,0,15
6,21,36,2,0,0,1,0,30
2,1,12,0,1,0,0,0,6
6,58,41,1,0,0,0,0,36
2,9,8,1,0,1,0,0,2
14,74,63,3,1,0,1,0,60
11,43,58,1,0,0,1,0,46
9,60,52,2,0,0,0,0,60
3,38,37,1,0,0,1,0,28
4,47,38,3,0,0,1,0,29
11,52,53,5,0,0,0,0,54
3,13,28,0,0,0,0,0,13
20,92,87,9,1,0,0,0,83
12,83,62,3,0,0,0,0,70
6,42,56,2,1,0,1,0,41
18,90,85,8,1,0,0,0,89
4,36,43,1,0,0,0,0,33
13,80,75,4,0,0,1,0,78
27,91,95,7,1,0,1,0,95
17,88,87,7,1,0,1,0,88
30,93,97,7,1,0,1,0,96
23,97,98,8,0,0,1,0,100
2,19,5,1,0,0,0,1,10
4,57,35,4,1,0,0,0,32
6,29,34,1,1,0,1,0,25
10,41,54,2,0,0,0,1,48
7,33,36,1,0,0,0,0,33
1,6,15,1,1,0,0,0,0
17,86,80,7,0,0,0,0,72
2,18,19,1,0,0,0,0,4
7,44,56,4,1,0,0,1,41
11,58,68,4,1,0,0,0,57
1,12,29,2,0,0,1,0,16
3,43,33,4,0,1,1,0,34
2,2,17,0,0,0,0,0,1
17,79,77,5,0,0,1,0,64
11,56,40,1,1,0,1,0,44
3,37,28,3,0,0,0,0,29
15,90,88,8,0,0,1,0,89
11,52,46,1,1,0,0,0,49
2,34,35,1,0,0,0,1,26
6,44,40,3,1,0,0,1,32
16,81,88,6,1,0,1,0,90
22,90,84,8,1,0,0,0,82
24,88,89,7,0,0,1,0,82
13,75,58,5,1,0,1,0,54
14,71,73,4,0,1,0,0,77
13,79,54,4,0,0,1,0,54
6,35,21,1,0,0,0,1,25
16,87,78,6,0,0,1,0,71
12,58,55,5,0,0,0,0,57
16,82,76,7,1,0,1,0,71
14,52,53,4,1,0,0,0,52
10,46,52,5,0,1,0,0,45
20,73,70,5,0,0,0,0,73
2,12,14,0,0,0,0,1,0
21,75,71,4,1,0,0,0,72
11,70,64,3,1,0,0,0,63
11,57,50,3,1,0,1,0,46
2,14,16,0,0,0,0,0,10
4,33,27,3,0,1,0,1,21
1,26,17,1,0,0,1,0,3
20,100,91,8,0,0,0,1,100
4,53,31,4,0,0,1,0,36
6,45,32,3,0,0,0,1,25
10,73,65,6,1,0,1,0,52
7,62,47,4,0,0,1,0,44
20,72,80,5,1,0,0,0,74
27,96,96,8,0,0,1,0,94
8,36,38,4,0,0,1,0,32
16,77,78,7,1,0,1,0,72
12,78,82,8,0,0,0,0,74
16,74,72,3,0,0,0,0,64
21,98,91,10,1,0,1,0,100
8,47,49,3,0,0,0,0,39
4,11,15,0,0,0,0,0,19
20,83,73,5,0,0,1,0,75
3,21,26,0,0,0,0,0,23
1,34,14,0,1,0,0,0,15
30,95,91,9,1,0,0,0,91
10,83,73,6,0,0,0,0,61
23,92,83,8,0,0,1,0,89
26,94,90,10,0,0,0,0,95
16,87,88,8,0,1,1,0,90
11,56,59,2,0,0,0,1,51
21,98,98,8,0,0,0,0,98
8,36,42,4,0,0,1,0,35
12,84,77,3,1,0,0,0,65
10,55,54,4,1,0,0,0,54
27,91,99,7,1,0,1,0,95
4,40,24,0,0,0,0,1,22
11,69,54,4,0,0,0,0,50
20,92,84,6,0,0,0,0,89
7,50,45,3,1,0,0,0,35
15,60,62,5,0,0,0,0,66
1,12,11,0,0,0,1,0,6
23,90,94,7,1,0,1,0,92
17,73,83,4,1,0,1,0,73
19,81,81,7,1,0,0,0,87
10,54,64,3,0,0,0,0,54
9,61,57,5,0,0,0,0,48
11,62,57,1,0,0,1,0,49
16,82,80,5,1,0,0,0,86
12,68,53,4,0,0,1,0,55
16,81,78,7,1,0,0,1,76
4,27,28,1,0,0,1,0,16
5,43,38,1,1,0,0,0,40
12,68,57,4,1,0,0,0,55
8,34,38,2,0,1,1,0,34
2,27,20,0,1,0,0,0,11
3,45,42,1,0,0,0,1,39
4,46,20,1,0,0,0,0,26
14,81,81,5,0,0,0,0,80
14,70,73,4,1,0,1,0,79
21,87,83,8,1,0,1,0,88
19,78,80,7,1,0,0,0,78
6,44,32,0,1,0,0,0,23
29,90,91,7,1,0,1,0,98
7,43,56,1,0,0,0,0,50
11,79,66,5,0,0,0,0,70
18,88,70,4,0,0,1,0,71
5,59,41,1,0,0,1,0,43
2,20,38,3,0,0,1,0,24
13,84,77,8,1,0,0,0,75
23,84,85,6,0,0,0,0,87
25,93,94,7,1,0,1,0,91
1,9,0,0,0,1,1,0,5
7,47,40,5,1,0,0,0,44
12,62,53,2,0,0,1,0,55
8,76,63,2,0,0,0,0,55
11,67,64,4,0,0,1,0,52
14,71,50,6,0,0,1,0,51
23,85,84,8,1,0,1,0,86
10,42,49,1,0,0,1,0,42
4,37,21,2,0,1,0,1,15
12,68,69,6,0,0,1,0,61
10,60,56,4,0,0,0,0,55
8,52,56,5,1,0,1,0,51
2,26,5,1,0,1,1,0,3
6,36,45,2,0,0,0,0,39
8,79,63,5,1,0,0,0,58
9,40,43,1,1,0,1,0,46
0,8,2,1,0,0,0,0,5
8,63,45,3,0,0,0,0,43
12,60,65,4,0,0,0,0,56
2,36,36,3,1,0,0,0,28
2,12,26,2,0,1,1,0,20
2,35,28,0,0,0,0,0,22
3,34,24,2,0,0,1,0,11
8,64,59,6,0,0,0,0,56
13,80,72,5,1,0,0,0,76
10,66,56,5,0,0,1,0,51
12,78,60,7,1,0,1,0,67
4,33,21,1,0,0,0,0,18
21,89,70,8,1,0,0,0,74
4,20,37,0,0,0,1,0,28
0,0,2,0,0,1,0,0,1
2,14,14,0,0,0,0,0,9
5,68,55,4,0,0,0,0,47
8,41,43,5,0,0,1,0,48
5,41,31,1,0,0,1,0,21
2,25,17,2,0,0,0,0,20
14,86,72,7,1,0,1,0,76
2,30,23,1,1,0,0,0,23
25,97,90,9,0,0,1,0,96
22,91,94,7,1,0,1,0,99
11,76,73,5,1,0,1,0,70
2,42,38,1,1,0,0,0,26
11,62,66,2,0,0,0,0,51
23,88,86,5,1,0,1,0,85
2,22,21,1,0,1,0,1,27
11,66,55,4,0,0,0,0,46
0,6,4,1,0,1,0,0,7
3,14,11,0,0,0,0,1,11
6,21,37,0,0,1,0,0,21
11,53,69,2,0,1,1,0,60
4,23,26,1,1,0,0,0,30
4,11,26,2,1,0,1,0,12
2,23,38,0,1,0,0,1,28
3,37,49,4,0,0,1,0,35
1,32,28,2,0,0,0,1,19
6,46,43,1,1,0,0,0,42
12,65,79,5,0,0,0,0,61
23,83,83,9,0,0,1,0,85
2,23,7,1,1,0,0,0,2
22,99,92,9,1,0,1,0,95
14,88,80,7,1,0,0,0,73
13,76,79,6,1,0,1,0,77
2,21,7,1,0,0,1,0,9
22,91,94,10,0,0,1,0,93
5,41,38,3,0,0,1,0,40
11,45,56,5,0,1,0,0,41
11,42,50,4,0,0,0,1,47
3,24,23,2,0,0,0,0,13
5,68,51,2,0,0,1,0,49
14,51,56,3,0,0,0,0,60
0,20,12,1,0,0,0,0,3
12,77,71,4,1,0,0,0,61
5,63,51,3,0,0,0,0,43
3,46,28,2,0,1,0,1,30
3,49,29,3,0,1,1,0,21
21,89,84,4,0,0,0,0,77
30,100,95,7,1,0,0,0,96
15,83,80,7,0,0,0,0,85
8,47,41,4,1,0,1,0,41
28,100,100,9,1,0,1,0,93
5,44,22,3,0,0,0,1,30
24,90,94,7,0,0,1,0,95
3,46,38,0,0,0,0,0,22
1,10,12,1,1,0,0,0,13
5,48,43,1,0,0,1,0,31
17,82,86,5,1,0,1,0,89
28,94,100,7,1,0,1,0,100
18,89,83,8,0,0,1,0,80
5,45,51,2,0,1,0,1,41
19,91,85,5,1,0,1,0,87
10,74,52,4,1,0,1,0,52
16,84,88,5,1,0,0,0,84
2,34,24,0,0,0,1,0,23
2,7,17,0,0,0,0,1,9
2,36,12,1,1,0,1,0,14
5,40,42,3,0,0,1,0,43
0,14,12,1,0,0,0,0,3
4,39,33,1,0,0,0,1,30
20,90,82,5,0,0,0,0,87
21,92,85,6,0,0,1,0,81
4,32,24,0,0,0,0,0,20
4,31,17,2,0,1,0,0,11
8,54,40,5,0,0,1,0,48
21,70,84,5,0,0,1,0,76
27,99,99,10,1,0,1,0,99
4,44,33,4,0,0,0,0,40
4,23,34,2,0,0,0,0,28
4,30,40,4,0,0,0,1,37
23,92,84,5,0,0,1,0,82
24,92,81,5,0,0,1,0,87
5,37,36,1,0,0,1,0,23
0,28,11,1,0,1,0,0,0
5,46,42,1,0,0,1,0,38
24,95,91,10,1,0,0,0,91
1,3,13,1,0,1,1,0,2
30,100,100,10,1,0,1,0,96
3,29,20,2,0,0,0,0,13
1,13,9,1,0,1,0,0,3
5,54,58,3,0,0,0,0,46
9,63,41,1,0,0,1,0,46
17,82,85,8,0,0,0,0,85
16,86,84,5,1,0,0,0,86
3,21,15,2,0,1,0,0,16
14,66,69,6,0,0,1,0,61
5,31,28,0,0,0,1,0,22
24,93,98,8,1,0,1,0,95
3,59,49,1,0,0,0,1,32
21,91,94,9,0,0,1,0,96
6,42,33,3,0,0,0,0,37
3,15,16,0,0,0,0,0,19
3,22,14,2,0,0,0,0,19
3,33,22,2,0,0,1,0,12
30,90,90,8,1,0,0,1,100
19,75,75,5,1,0,1,0,80
5,44,25,1,0,0,0,0,26
8,54,48,3,1,0,1,0,48
1,20,20,0,0,0,0,0,12
12,65,66,3,0,0,0,0,55
2,23,28,3,0,1,1,0,26
1,28,19,1,0,0,0,1,0
11,44,53,1,0,0,0,0,45
13,66,53,3,1,0,0,0,58
12,56,53,5,1,0,1,0,56
1,6,15,1,0,1,0,0,3
3,27,22,1,0,0,1,0,28
13,75,74,7,1,0,0,0,70
17,88,73,5,1,0,0,0,73
4,31,42,3,0,0,0,1,33
17,61,61,5,1,0,0,0,65
11,55,45,1,0,0,0,0,46
1,36,26,1,0,0,1,0,18
23,100,92,10,1,0,1,0,98
2,16,13,1,0,1,0,0,4
11,68,79,3,0,0,0,0,62
20,78,81,4,0,0,0,0,77
8,51,46,3,0,0,0,0,47
16,92,83,9,1,0,1,0,81
11,42,45,4,0,1,0,0,43
16,94,85,7,1,0,1,0,90
16,82,60,5,0,0,0,0,67
9,68,63,2,1,0,1,0,59
0,9,4,1,0,1,0,1,9
0,12,12,0,0,0,0,0,6
9,69,58,5,1,0,0,0,52
6,58,42,1,0,0,0,1,43
0,12,8,1,0,0,0,1,6
16,80,81,8,1,0,0,0,77
19,83,84,7,1,0,1,0,72
5,28,20,1,0,0,0,0,29
2,28,12,0,0,0,0,1,19
5,44,58,4,0,0,0,0,46
28,100,94,10,0,0,0,0,94
12,69,61,5,1,0,1,0,61
13,61,69,6,1,0,0,1,62
1,18,12,0,0,0,0,0,10
6,36,24,1,1,0,0,0,21
2,21,22,0,0,1,1,0,18
22,81,85,7,0,0,1,0,85
2,2,17,1,0,0,1,0,6
3,30,27,0,0,0,0,0,18
24,85,80,8,1,0,1,0,82
1,25,0,0,0,0,0,1,10
19,89,75,4,1,0,1,0,78
1,16,10,1,1,0,0,0,14
14,74,56,3,0,0,1,0,53
30,91,96,10,0,0,1,0,95
6,44,24,2,0,0,0,0,28
21,85,78,4,0,0,0,0,71
26,90,91,9,0,0,1,0,92
12,63,73,6,1,0,0,0,61
29,97,90,9,0,0,1,0,98
4,52,45,1,0,1,0,0,37
6,45,40,3,0,0,1,0,46
14,70,84,6,1,0,0,0,72
15,90,85,7,1,0,0,0,89
12,69,63,7,0,0,0,0,63
23,94,98,9,0,1,1,0,100
3,29,31,2,0,0,0,0,21
20,79,79,7,1,0,1,0,76
23,86,81,6,0,0,0,0,90
5,48,30,1,1,0,0,1,23
