Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,PI_High,PI_Low,AtR_High,AtR_Low,Exam_Score
4,28,34,1,0,0,1,0,24
5,37,36,1,0,0,1,0,23
2,33,34,2,0,0,0,0,21
3,31,20,1,0,0,1,0,29
4,36,33,0,0,0,1,0,28
4,39,24,0,0,0,1,0,26
6,34,23,0,0,0,0,1,26
3,47,39,0,1,0,0,0,28
5,47,22,0,0,0,1,0,26
6,43,30,2,0,0,0,1,24
6,49,39,0,0,1,0,1,25
6,32,21,2,0,0,0,1,25
6,35,33,3,1,0,0,0,26
4,21,33,1,1,0,0,0,29
2,38,35,3,1,0,0,0,30
6,48,34,1,0,0,0,0,27
3,40,37,1,0,0,1,0,28
4,22,39,2,0,0,0,0,30
3,36,39,2,0,0,0,0,24
4,49,27,0,0,0,0,0,27
2,21,35,2,0,0,1,0,24
2,20,38,3,0,1,1,0,27
5,24,39,1,0,0,0,0,22
2,49,25,1,1,0,0,0,21
6,39,37,0,0,0,0,1,24
2,33,36,1,0,0,0,0,21
3,49,27,3,0,0,0,0,29
2,45,39,3,0,0,1,0,21
2,32,36,1,1,0,1,0,21
5,37,23,3,0,0,0,0,25
2,29,39,3,0,0,1,0,27
5,42,23,1,0,0,1,0,26
2,25,23,1,0,0,0,1,25
6,28,24,3,0,0,0,1,28
5,43,30,2,0,0,0,0,22
2,27,31,0,0,0,0,0,22
6,39,21,1,0,1,0,0,30
2,48,20,2,0,0,0,0,29
4,37,36,0,0,0,0,0,28
5,32,27,2,1,0,0,0,26
4,45,33,2,0,0,0,1,24
2,44,31,3,0,0,0,1,28
5,48,30,1,1,0,0,1,23
4,27,30,2,0,0,1,0,29
2,42,20,3,0,0,0,0,21
5,32,25,2,0,1,1,0,27
2,29,27,2,1,0,1,0,29
2,40,35,1,0,1,0,0,24
3,24,33,2,0,1,0,0,23
5,42,38,1,0,0,0,0,25
4,48,27,2,0,0,1,0,27
2,47,35,1,0,0,0,0,28
2,36,36,1,0,0,1,0,26
2,44,20,0,0,0,0,1,25
3,42,25,0,0,0,0,1,21
2,45,39,0,0,0,0,1,24
5,45,38,0,0,0,0,0,24
3,25,37,1,0,0,0,0,22
4,46,36,1,0,0,0,0,22
6,37,29,3,0,0,0,0,25
4,32,24,1,0,0,0,0,25
3,28,36,2,1,0,0,1,27
3,34,21,3,0,0,1,0,24
2,47,33,0,0,0,0,0,28
4,49,24,2,0,0,1,0,27
2,44,29,2,1,0,1,0,22
4,41,24,3,0,0,1,0,28
2,46,36,2,0,1,0,1,23
4,44,32,2,0,0,0,0,24
3,44,24,3,1,0,0,0,30
2,39,27,3,1,0,0,1,24
3,23,21,1,0,0,0,0,26
2,36,26,2,1,0,0,1,22
6,20,30,2,0,0,0,1,25
4,25,21,2,0,0,1,0,30
4,40,31,0,0,0,0,1,22
6,40,28,0,0,1,0,0,27
4,28,20,3,0,0,0,1,24
6,47,36,3,0,0,0,0,28
3,21,30,0,0,0,0,0,28
3,37,30,2,0,0,0,0,25
4,40,23,3,0,0,0,1,28
3,49,37,0,0,0,0,0,23
5,49,20,0,0,0,0,0,30
3,37,20,1,0,1,1,0,29
2,26,34,3,0,1,0,0,28
5,40,20,2,1,0,0,0,26
6,25,35,3,0,0,0,0,25
5,37,38,3,0,0,0,0,21
4,33,24,0,0,1,0,1,25
6,33,25,2,0,0,0,0,22
3,29,22,2,0,0,0,0,28
3,31,29,2,0,0,0,1,27
6,40,31,2,1,0,0,1,30
2,40,33,3,0,0,1,0,26
4,37,33,0,1,0,0,1,24
3,23,29,1,0,0,1,0,26
3,31,29,1,1,0,1,0,26
6,39,25,2,0,0,1,0,28
4,49,29,0,0,0,0,0,26
2,37,21,3,0,0,0,0,28
3,44,39,3,0,0,0,0,23
3,47,28,3,0,1,0,0,27
6,45,24,3,0,0,0,1,24
3,29,22,3,0,0,0,0,28
5,33,39,0,0,0,0,0,28
3,34,34,0,0,1,0,0,23
6,20,23,3,0,0,0,0,27
5,46,30,2,0,0,0,1,24
4,40,24,2,0,0,0,0,29
4,28,25,1,0,1,1,0,29
2,22,21,1,0,1,1,0,23
5,27,24,2,0,0,1,0,22
5,42,28,1,0,0,0,1,29
5,44,23,3,1,0,0,1,25
3,37,39,0,0,0,0,0,22
5,45,21,0,0,0,1,0,27
4,39,33,1,0,0,0,1,30
2,27,38,2,0,0,0,0,24
2,22,29,0,0,0,1,0,28
6,43,21,3,1,0,1,0,26
3,44,35,2,0,0,0,0,25
2,40,30,0,0,0,0,0,23
3,35,36,2,0,0,1,0,22
3,29,21,1,0,0,0,0,25
4,48,35,1,0,0,0,0,23
6,36,32,1,0,1,1,0,26
2,45,29,0,1,0,0,0,26
2,29,27,1,0,1,1,0,25
5,48,38,1,0,0,1,0,23
5,25,32,0,0,1,1,0,24
4,28,33,3,0,1,0,1,29
5,39,30,0,0,0,0,0,27
3,21,30,3,1,0,1,0,22
2,45,38,2,0,0,0,1,27
6,35,33,3,1,0,0,1,25
5,39,32,0,0,0,0,0,30
5,29,33,2,0,0,0,0,25
4,24,20,2,0,0,1,0,22
4,43,32,2,0,0,1,0,27
2,40,28,2,0,1,0,1,21
2,21,31,3,0,0,0,0,21
2,21,25,3,0,0,1,0,21
3,42,33,3,0,0,1,0,28
6,32,25,2,0,0,0,1,22
6,35,33,2,0,0,0,0,21
6,42,29,0,0,1,0,1,27
3,20,27,0,0,0,1,0,22
3,25,38,0,0,0,0,1,27
2,42,38,1,1,0,0,0,26
6,26,21,3,1,0,0,0,23
4,42,25,2,0,1,0,0,23
3,46,25,1,0,0,0,0,29
6,44,22,2,0,0,0,0,28
4,29,29,0,0,0,1,0,23
6,32,22,2,0,1,1,0,28
3,43,24,1,1,0,0,0,29
2,44,38,0,1,0,1,0,22
2,24,26,1,1,0,1,0,22
6,23,26,0,0,1,0,1,26
6,37,31,1,0,1,0,0,21
2,31,37,1,0,0,1,0,27
3,40,26,1,0,0,0,0,27
5,43,35,0,0,1,0,0,27
6,40,30,1,0,0,0,1,21
3,38,23,3,1,0,1,0,23
5,25,25,2,0,0,0,0,23
4,23,26,1,1,0,0,0,30
5,47,32,0,0,1,1,0,29
2,28,29,1,0,0,1,0,23
3,37,31,1,1,0,1,0,24
3,29,31,2,0,0,1,0,28
2,38,33,3,1,0,0,0,29
6,29,24,3,0,0,0,1,28
4,36,26,2,0,0,0,0,23
4,39,24,0,0,0,0,1,30
2,36,36,3,1,0,0,0,28
5,43,37,0,0,0,1,0,28
4,24,27,0,1,0,1,0,28
2,33,34,2,1,0,0,0,27
4,38,37,1,1,0,0,1,26
5,25,29,3,0,1,0,0,29
5,37,31,3,1,0,0,1,26
6,34,37,3,0,0,0,0,24
5,25,23,3,0,1,1,0,22
2,24,27,2,1,0,1,0,26
2,34,24,0,0,0,1,0,23
4,45,33,0,0,0,0,1,22
3,34,20,3,0,0,0,1,22
5,44,25,1,0,0,0,0,26
6,39,22,2,1,0,0,0,28
4,24,33,2,0,0,0,0,30
2,46,36,3,0,0,1,0,28
4,44,20,2,0,0,0,0,24
3,27,36,3,0,0,1,0,26
4,41,39,0,1,0,0,0,23
2,28,26,0,0,0,1,0,27
4,41,26,2,0,0,0,0,30
2,43,30,0,0,0,1,0,22
4,32,34,1,0,0,1,0,26
2,25,24,0,0,0,0,1,27
5,45,36,1,1,0,0,0,24
3,48,27,2,0,0,0,1,26
2,22,23,3,1,0,1,0,23
3,24,37,3,0,0,0,0,26
2,22,27,2,0,0,1,0,30
4,26,32,2,1,0,1,0,23
2,48,28,0,1,0,0,0,30
3,46,36,2,0,0,0,0,30
4,37,21,1,0,0,0,0,27
2,23,26,2,0,1,1,0,21
6,35,39,3,0,0,0,0,26
6,49,29,0,0,0,1,0,25
2,31,33,0,0,1,0,0,28
5,44,28,0,0,0,1,0,22
6,34,23,3,0,1,0,0,22
4,20,37,0,0,0,1,0,28
4,42,35,3,0,0,0,0,30
3,30,29,3,0,1,0,0,26
4,42,39,3,0,0,1,0,29
3,20,22,1,0,0,0,1,27
2,26,20,3,0,1,0,0,26
5,30,34,0,0,0,0,1,22
4,26,36,0,0,0,0,0,22
3,35,22,2,0,0,0,0,26
6,31,33,1,0,0,1,0,24
5,30,32,0,0,0,1,0,24
4,46,35,2,0,1,1,0,27
2,40,33,2,1,0,0,1,30
3,23,25,0,0,0,0,0,25
6,25,22,0,0,0,0,0,21
6,24,32,1,0,0,0,0,22
3,30,34,1,0,1,1,0,21
2,41,24,2,0,0,1,0,22
2,31,32,1,0,0,1,0,28
3,46,35,3,0,1,1,0,21
6,39,32,1,0,0,0,0,29
6,20,28,3,0,0,0,0,23
6,48,33,0,0,0,0,0,29
5,33,23,1,0,0,0,1,26
2,26,21,3,1,0,0,1,22
3,42,34,3,0,1,0,0,26
6,29,29,1,0,0,0,1,22
6,39,37,3,1,0,1,0,30
2,26,33,0,0,0,1,0,24
3,30,23,3,0,0,0,0,24
2,22,26,2,0,0,0,0,21
5,31,28,0,0,0,1,0,22
6,38,39,2,1,0,1,0,21
6,27,31,3,0,1,0,1,23
2,35,28,0,0,0,0,0,22
3,43,30,2,0,0,0,0,25
5,43,39,2,0,1,0,1,21
4,45,21,1,0,1,0,0,26
4,31,27,0,1,0,0,0,29
6,31,30,1,0,0,0,0,25
6,24,37,2,0,0,0,0,27
5,28,35,0,0,1,1,0,21
5,34,22,0,0,1,0,1,28
2,32,28,3,0,0,0,0,30
6,43,37,1,0,0,1,0,25
4,48,34,0,0,1,0,0,27
4,45,26,0,0,0,0,0,22
6,30,29,0,1,0,1,0,23
4,23,24,1,0,1,0,1,30
5,41,35,1,0,0,0,0,24
2,41,29,0,0,0,0,0,23
6,39,26,2,0,0,0,0,28
5,42,31,1,1,0,0,1,30
5,42,27,2,0,0,1,0,29
6,49,23,1,0,1,0,0,27
3,33,28,2,0,1,0,0,29
2,23,37,2,0,0,1,0,27
5,21,26,2,1,0,1,0,22
5,37,27,0,0,0,0,0,21
6,26,35,1,0,1,1,0,25
4,23,29,2,0,0,0,0,27
4,45,29,2,1,0,1,0,27
2,43,29,1,0,0,0,0,28
2,48,28,3,1,0,0,0,28
5,23,39,0,0,1,0,1,29
3,39,22,1,1,0,0,0,24
5,34,25,3,1,0,0,1,26
2,22,37,3,0,0,1,0,24
6,40,26,3,1,0,0,1,21
6,32,35,2,1,0,1,0,24
6,24,39,1,0,0,0,0,26
5,40,29,2,0,0,0,0,29
3,25,24,0,0,0,0,1,30
4,21,22,1,0,0,0,0,25
5,21,26,1,0,0,0,0,29
5,43,21,0,0,0,0,0,29
3,24,29,3,0,0,0,0,26
5,28,32,2,1,0,0,1,25
2,20,38,3,0,0,1,0,24
6,29,26,3,0,0,0,0,23
6,38,23,3,0,1,0,1,29
3,27,22,1,0,0,1,0,28
4,32,37,0,0,0,1,0,27
6,34,33,0,0,0,0,1,27
5,35,21,3,0,0,0,1,21
2,24,27,2,0,1,1,0,30
5,29,39,2,1,0,1,0,27
4,32,35,3,0,0,0,0,28
6,47,32,3,0,0,0,1,23
6,21,37,0,0,1,0,0,21
3,45,20,2,0,0,0,0,27
4,48,39,2,0,1,0,1,22
6,40,38,2,0,0,0,1,30
4,46,20,1,0,0,0,0,26
5,32,28,2,0,0,0,1,27
3,41,33,2,1,0,0,1,25
6,29,34,2,0,0,0,0,22
6,20,33,3,1,0,0,0,21
3,48,32,3,0,1,1,0,26
5,34,25,3,0,1,1,0,21
3,29,39,3,0,0,1,0,28
6,37,22,2,1,0,0,0,21
6,30,20,0,0,0,1,0,25
6,46,34,3,1,0,0,0,27
5,31,35,0,0,0,1,0,26
4,21,22,2,0,0,0,0,26
2,41,25,2,0,0,0,0,25
3,35,23,2,0,0,0,1,29
6,23,26,3,1,0,0,1,27
6,35,21,2,0,1,0,0,25
5,20,38,3,0,0,0,1,27
2,47,20,0,0,0,0,0,21
6,25,30,1,1,0,0,0,28
4,48,23,0,1,0,0,1,27
3,20,31,2,0,0,0,0,22
2,46,34,3,0,0,1,0,27
5,29,34,3,1,0,1,0,23
4,33,37,2,0,0,1,0,26
3,47,36,1,0,0,0,0,23
4,27,28,0,0,0,0,0,21
5,48,38,0,0,0,0,0,28
4,26,25,3,0,0,0,1,22
5,47,30,1,0,0,0,1,29
6,49,31,2,0,1,0,1,27
5,32,29,2,1,0,0,1,21
4,27,38,2,0,1,1,0,25
2,30,28,2,1,0,0,1,25
5,42,31,1,0,0,1,0,26
4,25,27,2,0,0,0,1,27
5,26,33,3,0,0,0,0,23
3,25,37,3,0,0,0,0,24
6,46,36,3,0,0,0,0,23
4,41,30,2,0,0,0,1,27
4,38,23,3,0,1,0,1,23
4,36,25,1,1,0,0,1,25
5,45,39,1,0,0,0,1,25
2,48,29,3,0,0,1,0,22
5,36,29,0,0,0,0,1,21
6,23,38,3,1,0,0,1,21
5,41,39,2,0,1,0,1,23
4,34,32,2,0,0,1,0,21
6,33,24,2,0,0,0,0,25
4,49,20,2,1,0,0,0,28
3,27,27,2,1,0,0,1,25
6,48,26,2,1,0,0,0,29
6,25,31,3,0,0,0,1,22
5,27,29,1,0,0,0,0,29
5,27,31,2,0,0,1,0,23
4,47,35,2,0,0,0,0,23
3,43,38,2,1,0,1,0,30
3,32,28,2,0,1,1,0,30
2,30,23,1,1,0,0,0,23
4,43,34,0,1,0,0,0,23
3,38,30,0,0,0,1,0,28
4,35,21,1,0,0,0,1,29
3,37,32,2,0,0,0,1,25
2,37,31,2,0,0,0,0,26
2,39,27,1,0,1,0,0,29
2,22,21,1,0,1,0,1,27
3,49,26,2,1,0,0,0,21
6,34,33,3,1,0,1,0,23
4,35,32,3,0,0,0,1,26
4,39,25,2,1,0,1,0,22
2,26,27,3,0,0,0,0,22
4,39,24,0,0,0,0,1,30
5,33,25,1,0,0,1,0,21
3,24,34,3,1,0,0,0,27
3,37,21,1,0,0,1,0,29
3,37,22,2,0,0,0,0,25
6,44,23,1,0,1,1,0,22
3,23,22,1,0,0,0,0,27
2,45,37,2,0,0,1,0,24
5,30,27,2,0,0,0,0,21
5,32,28,0,0,1,1,0,28
4,35,33,1,0,1,1,0,29
6,35,38,0,0,0,0,1,29
5,35,20,3,0,0,0,0,24
4,29,28,0,0,0,0,1,25
4,33,37,3,1,0,0,1,29
4,43,22,1,0,0,0,1,25
6,44,32,0,1,0,0,0,23
4,47,31,2,0,0,0,0,28
2,34,36,2,1,0,0,1,23
6,47,21,1,0,0,0,0,23
4,40,33,0,1,0,0,0,25
3,44,29,2,0,0,0,1,23
2,21,36,1,0,0,0,0,21
6,47,34,0,0,0,0,1,22
3,31,35,3,0,0,0,1,21
2,42,30,1,0,1,0,0,27
3,31,26,0,0,0,0,0,28
6,23,37,2,0,0,0,1,28
3,37,37,3,0,0,0,0,23
5,28,20,1,0,0,0,0,29
4,39,31,0,1,0,1,0,21
4,36,22,2,0,0,0,0,23
4,30,38,1,0,0,0,1,21
4,33,23,1,0,0,0,1,24
3,39,27,0,0,0,0,0,23
5,31,36,0,0,0,0,0,29
5,24,27,3,0,0,1,0,28
3,47,26,0,0,0,0,0,21
5,37,30,3,0,0,0,0,28
2,40,27,0,0,0,1,0,27
6,48,38,3,0,0,1,0,23
5,48,37,2,0,0,1,0,30
3,46,28,3,0,0,0,0,26
4,22,31,1,0,1,0,1,22
3,48,31,3,0,0,0,0,23
2,27,26,1,0,1,0,0,26
4,35,33,0,0,0,0,0,22
4,22,26,3,0,0,0,0,30
6,47,38,0,0,0,0,0,25
4,20,23,3,0,1,0,1,26
6,45,32,3,0,0,0,1,25
2,38,34,2,1,0,0,0,23
6,47,22,0,0,0,0,1,22
5,28,30,3,0,1,0,0,24
5,36,22,2,0,0,1,0,30
5,24,31,0,0,0,1,0,27
6,31,32,1,0,0,1,0,30
2,42,27,3,0,0,0,0,24
6,38,26,1,0,0,0,1,30
6,27,24,1,1,0,1,0,29
4,33,21,0,0,0,0,0,27
3,43,30,1,0,0,1,0,25
5,46,28,0,0,0,1,0,23
2,23,34,3,0,0,0,1,21
4,39,32,1,0,0,0,0,28
5,44,34,0,1,0,0,1,28
6,36,27,3,0,0,0,0,28
4,35,38,2,0,0,0,1,28
5,30,28,2,1,0,1,0,21
6,36,31,2,0,0,0,0,24
4,46,29,0,1,0,1,0,26
6,25,37,1,1,0,1,0,28
6,23,24,1,1,0,1,0,23
2,36,34,2,0,0,0,0,29
3,49,22,3,0,0,0,0,21
6,36,24,1,1,0,0,1,24
3,25,28,0,0,0,0,0,27
6,43,35,1,0,1,1,0,25
3,39,20,0,0,1,0,0,22
3,32,33,0,0,0,0,0,27
4,40,39,2,0,0,0,1,21
6,46,32,1,0,0,1,0,29
6,48,20,3,0,0,0,0,29
6,34,23,2,1,0,0,0,23
2,28,29,1,0,0,0,0,22
4,27,34,3,0,1,0,1,21
4,21,32,2,0,0,0,0,24
4,43,20,1,0,1,1,0,27
3,41,37,2,0,0,0,0,21
2,36,25,3,0,0,0,0,24
2,26,27,2,0,0,0,0,26
6,41,21,3,0,0,0,1,24
3,33,21,2,0,0,1,0,24
3,30,23,1,1,0,1,0,29
5,39,24,0,0,1,0,0,26
4,34,27,3,1,0,0,0,30
4,23,20,1,0,0,0,0,25
4,40,34,3,1,0,0,1,29
3,31,32,1,0,0,1,0,29
6,21,35,2,0,1,0,1,22
2,23,25,3,0,0,0,0,26
6,24,24,2,0,0,0,0,25
2,37,30,1,0,1,1,0,30
3,47,30,2,1,0,0,1,25
4,24,37,2,1,0,0,0,26
6,32,36,3,0,0,0,0,24
3,44,21,3,0,0,0,1,26
2,43,23,1,0,0,0,0,25
2,29,23,1,0,1,0,0,22
6,48,26,0,0,0,0,0,22
2,25,31,2,0,0,1,0,30
5,43,21,3,0,0,1,0,23
2,32,38,1,0,1,0,0,21
2,29,20,0,0,0,1,0,23
3,27,20,3,1,0,0,0,27
2,31,35,1,0,0,0,0,28
4,35,27,2,0,0,0,0,25
3,20,22,0,0,0,1,0,23
6,31,28,0,0,0,0,1,22
6,29,33,0,0,0,0,0,28
2,45,22,1,0,0,1,0,29
4,27,31,1,0,0,0,1,26
5,38,34,0,1,0,1,0,21
2,42,20,1,1,0,0,0,23
3,46,28,2,0,1,0,1,30
6,44,34,1,0,1,0,1,30
5,41,20,1,0,0,0,1,22
2,45,31,3,0,0,0,1,28
2,40,20,3,0,0,0,0,24
5,26,30,0,0,0,0,1,21
6,37,37,0,0,0,0,0,22
5,49,20,3,0,0,1,0,22
2,42,33,1,0,1,0,0,28
4,35,22,0,0,0,1,0,28
2,39,27,2,1,0,0,0,25
5,41,31,1,0,0,1,0,21
4,41,24,3,1,0,1,0,25
4,46,22,0,0,1,1,0,23
2,27,22,2,0,1,0,0,27
6,26,29,1,0,0,0,0,29
6,29,29,3,1,0,1,0,21
6,42,39,3,0,0,1,0,24
4,25,29,2,0,0,0,0,28
6,40,35,3,0,0,0,0,21
3,32,37,0,0,0,0,0,29
2,44,35,1,0,0,1,0,25
2,25,37,2,0,1,1,0,24
5,24,28,1,0,0,1,0,29
3,28,20,1,1,0,0,0,25
2,23,38,0,1,0,0,1,28
4,31,26,2,1,0,0,0,23
5,33,35,0,0,0,1,0,26
3,35,27,1,0,0,1,0,26
3,37,28,3,0,0,0,0,29
2,49,22,1,0,0,0,0,28
5,35,39,1,1,0,1,0,26
6,28,29,0,0,0,0,0,26
5,24,22,1,0,0,1,0,28
3,22,38,3,1,0,0,1,22
5,36,39,0,0,0,0,1,25
6,36,31,0,0,1,0,1,25
4,36,24,3,0,0,1,0,27
5,44,24,3,0,0,0,0,25
6,26,26,2,0,0,0,0,26
2,24,25,1,0,0,0,0,22
4,23,31,2,0,0,0,1,28
2,28,26,3,0,1,0,0,26
3,46,31,0,1,0,1,0,23
6,29,39,2,0,1,1,0,28
6,38,39,3,0,0,0,0,27
3,37,33,3,1,0,1,0,24
2,34,35,1,0,0,0,1,26
4,23,21,3,0,0,1,0,29
5,27,31,1,0,0,0,1,26
2,26,36,2,0,0,1,0,30
6,22,31,0,0,0,0,0,28
2,30,37,2,0,0,1,0,30
4,48,27,3,0,0,0,0,22
4,29,20,2,0,0,1,0,30
5,28,39,1,1,0,1,0,27
5,44,22,2,0,0,1,0,26
6,42,23,3,0,1,0,1,21
3,28,28,0,0,0,0,0,28
6,41,29,1,0,0,0,1,23
2,48,26,2,0,0,0,0,23
6,36,24,1,0,0,0,1,26
4,46,26,0,0,0,0,0,21
2,26,28,3,0,0,1,0,27
5,44,22,3,0,0,0,1,30
5,28,22,2,0,0,1,0,29
2,24,31,3,1,0,0,0,27
2,23,25,2,0,0,0,1,22
6,38,28,2,0,0,0,0,24
6,21,36,2,0,0,1,0,30
5,32,22,3,0,0,0,1,21
5,42,21,0,0,0,0,0,28
3,36,31,1,1,0,0,1,24
3,32,27,0,1,0,0,0,29
2,43,25,3,0,0,0,0,28
5,36,37,2,0,1,0,0,26
5,41,26,3,1,0,0,0,26
4,22,25,0,0,0,0,0,23
6,20,28,3,0,0,1,0,29
5,38,30,2,0,0,1,0,25
3,29,21,1,0,0,1,0,30
2,28,22,0,0,0,0,1,24
4,21,31,3,0,0,0,0,30
5,30,34,1,0,0,0,0,24
3,24,30,2,0,1,0,1,24
6,36,24,1,1,0,0,0,21
3,43,29,0,0,0,1,0,21
3,44,30,3,0,0,1,0,25
2,37,30,2,0,0,1,0,23
6,36,38,2,0,0,0,1,27
3,28,36,3,0,0,1,0,21
6,46,33,2,0,0,0,0,26
6,20,26,2,0,0,0,0,27
2,23,28,3,0,1,1,0,26
5,20,27,2,1,0,1,0,26
3,27,36,1,0,0,0,0,29
6,25,31,1,0,0,0,0,23
3,39,32,0,0,0,1,0,27
3,42,22,0,0,1,1,0,22
3,21,23,2,1,0,0,0,24
3,37,21,1,0,0,1,0,27
3,45,20,1,0,0,0,0,24
6,22,20,2,1,0,0,0,28
6,34,30,1,0,0,0,1,21
5,42,32,0,0,0,0,0,30
2,45,36,3,0,0,0,0,30
4,31,26,1,0,0,1,0,22
2,43,31,2,1,0,1,0,24
3,46,38,0,0,0,0,0,22
3,47,22,0,0,0,0,0,26
5,48,25,3,1,0,1,0,29
2,47,32,3,0,0,0,0,28
2,23,37,1,1,0,1,0,28
5,37,23,0,0,0,1,0,28
3,22,38,2,0,0,0,0,28
5,39,26,0,0,1,1,0,21
6,38,22,2,0,1,0,0,23
4,29,31,2,1,0,0,0,24
4,21,31,2,0,1,0,0,29
5,20,27,3,1,0,0,0,30
3,38,31,1,1,0,0,1,29
3,25,27,2,0,1,0,1,30
5,26,24,1,1,0,0,1,23
6,37,33,2,1,0,1,0,28
4,24,30,3,0,1,0,1,24
2,21,22,3,0,0,0,1,22
4,20,30,3,0,0,0,0,21
2,36,27,0,0,0,0,0,22
5,39,26,0,0,1,0,1,29
6,39,25,0,0,0,1,0,23
3,32,37,0,0,1,0,1,26
3,47,35,2,0,0,0,0,27
6,32,25,3,0,0,0,1,23
2,45,20,1,0,0,0,1,29
5,47,29,2,0,0,0,0,28
4,20,36,3,0,0,0,0,26
6,28,34,1,0,0,0,0,28
2,47,27,2,0,0,0,0,29
5,44,30,3,0,0,0,1,29
5,32,28,3,0,0,0,0,28
3,49,33,3,0,0,0,1,27
6,34,24,3,0,0,0,0,25
5,20,29,2,0,0,0,0,27
5,20,20,0,0,0,0,1,25
5,37,20,0,0,0,0,0,30
2,36,29,1,0,0,1,0,23
6,46,22,1,0,0,1,0,23
4,31,39,0,0,0,0,0,23
4,35,37,3,1,0,0,1,30
6,33,32,1,0,0,0,0,22
3,34,39,0,1,0,1,0,26
3,33,28,1,0,0,0,0,24
3,49,34,3,0,0,0,0,23
4,29,29,0,0,0,0,0,30
5,46,29,3,1,0,0,0,29
4,42,35,0,0,0,0,0,28
2,26,39,3,0,1,0,0,30
6,31,33,0,0,0,0,1,24
6,29,33,1,0,0,0,0,25
2,28,32,1,0,1,0,0,30
6,40,34,3,0,0,0,0,29
6,39,38,0,0,0,0,0,22
5,27,38,0,0,0,0,0,29
5,26,31,3,0,0,1,0,22
6,49,45,1,1,0,0,0,33
3,43,33,4,0,1,1,0,34
6,41,41,4,1,0,1,0,36
4,36,30,2,1,0,0,0,39
4,42,40,4,0,0,0,0,39
7,47,42,4,0,0,1,0,36
5,30,39,1,1,0,0,1,38
7,42,38,2,0,0,0,0,31
5,57,47,2,0,0,1,0,31
3,35,49,4,0,0,0,0,35
8,47,40,2,1,0,1,0,34
3,58,46,2,1,0,1,0,38
4,47,32,2,0,0,0,0,33
5,36,41,4,0,0,1,0,36
7,54,39,4,0,0,1,0,37
4,31,36,1,0,0,0,0,33
7,50,47,3,0,0,1,0,32
6,54,49,2,0,0,1,0,38
8,30,37,1,0,0,1,0,38
4,48,37,1,0,1,0,0,35
5,39,35,4,0,0,0,0,32
5,42,31,1,0,0,1,0,31
6,36,45,2,0,0,0,0,39
5,47,38,1,0,0,0,0,31
3,39,34,4,0,0,0,1,33
8,49,33,3,0,0,0,0,40
3,42,43,2,0,0,0,0,33
5,30,40,4,0,1,0,1,39
5,56,34,2,0,0,1,0,34
7,58,42,1,0,0,1,0,35
4,42,38,3,0,1,0,0,37
6,44,40,3,1,0,0,1,32
5,58,44,1,0,0,1,0,38
5,31,46,2,0,0,0,1,37
6,56,32,3,0,0,0,0,40
5,41,38,3,0,0,1,0,40
6,36,33,4,0,0,1,0,34
3,49,42,3,0,1,0,0,34
6,53,30,1,1,0,1,0,39
4,35,31,2,0,0,0,0,33
4,54,33,4,1,0,1,0,31
8,41,31,4,0,0,0,1,34
7,50,42,4,1,0,0,0,39
4,37,36,2,0,0,0,0,33
4,56,39,1,0,0,0,0,32
7,57,38,4,0,0,1,0,32
4,30,30,2,0,0,0,0,31
4,53,40,1,0,0,0,0,37
7,53,42,1,1,0,1,0,31
4,48,37,1,0,0,1,0,32
4,41,49,3,1,0,0,1,36
6,46,32,4,0,1,1,0,31
5,43,43,1,1,0,0,0,36
8,51,32,1,0,0,0,1,39
8,50,38,4,0,0,0,0,34
4,38,30,4,1,0,1,0,39
5,59,42,4,1,0,0,0,34
8,34,48,4,0,0,0,0,32
4,35,49,1,0,1,0,0,33
6,57,45,2,0,0,1,0,35
5,44,45,3,0,0,0,0,36
6,41,42,3,0,0,0,1,36
5,46,42,1,0,0,0,0,31
3,42,42,3,0,0,0,0,39
8,52,44,4,1,0,1,0,40
3,47,42,4,0,0,0,0,39
5,48,38,2,0,0,0,0,34
6,38,45,2,0,0,0,0,35
8,54,36,4,0,0,0,1,40
6,49,47,4,1,0,0,0,38
5,34,33,4,0,0,0,1,35
6,37,47,2,0,0,0,0,39
3,53,37,2,0,0,1,0,36
7,37,31,1,0,0,0,0,39
6,48,30,4,0,1,0,1,38
3,43,33,4,1,0,0,1,37
4,31,47,4,0,0,0,0,31
8,37,39,3,1,0,0,0,37
6,33,45,3,0,1,1,0,36
6,42,31,4,0,1,0,1,34
7,57,30,1,0,0,0,0,36
7,33,49,2,0,0,0,1,39
5,58,36,1,0,0,1,0,39
7,41,45,2,0,0,0,0,33
7,54,49,2,0,0,1,0,35
4,36,43,1,0,0,0,0,33
3,51,46,1,0,0,0,0,38
7,32,49,3,0,0,0,1,38
6,40,30,1,0,0,0,0,40
6,56,44,1,0,0,0,1,37
4,52,33,4,0,0,0,0,37
8,57,30,2,0,0,0,0,37
7,47,46,2,1,0,1,0,37
5,45,31,2,1,0,0,0,33
7,49,35,1,0,1,0,0,40
8,30,49,3,0,0,0,0,40
3,51,36,1,0,1,0,1,33
7,34,49,2,0,0,1,0,36
3,49,40,3,0,0,1,0,33
3,48,38,3,0,0,1,0,32
7,34,49,2,1,0,0,0,31
6,48,36,3,1,0,0,0,36
3,51,38,2,1,0,1,0,38
5,39,42,3,0,0,1,0,34
8,58,47,2,0,0,0,0,40
5,58,33,2,0,0,0,0,36
