Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Exam_Score,PI_High,PI_Low,AtR_High,AtR_Low
29,98,86,2,73,0,0,1,0
17,69,95,1,65,0,1,1,0
19,91,91,1,71,0,1,1,0
20,61,80,1,65,1,0,0,0
17,87,52,1,67,0,0,0,0
21,79,87,1,69,0,0,1,0
15,74,99,0,63,0,1,1,0
13,94,65,2,68,0,1,1,0
24,94,80,1,70,1,0,0,1
24,61,88,1,64,0,0,0,0
15,84,82,1,64,0,0,0,0
25,75,96,1,68,0,1,1,0
16,77,74,0,65,0,0,1,0
22,93,77,0,70,1,0,0,0
25,72,52,0,66,0,0,0,0
20,98,95,1,70,1,0,0,1
23,67,63,3,66,0,0,0,0
17,87,99,2,69,0,0,0,0
19,87,60,2,69,1,0,1,0
19,70,63,1,64,1,0,1,0
16,73,74,1,64,0,0,0,0
19,93,83,1,69,0,1,0,0
11,90,72,3,67,0,0,0,0
17,73,68,2,63,0,1,0,0
18,81,77,1,67,0,1,1,0
18,62,98,3,65,0,0,1,0
19,68,98,2,64,0,0,0,0
20,79,66,3,68,1,0,0,0
23,63,84,0,64,0,1,0,0
25,94,86,2,70,1,0,0,0
16,89,83,0,70,1,0,0,0
13,98,56,1,67,1,0,0,1
14,88,77,2,69,1,0,1,0
17,98,88,2,70,1,0,0,0
18,82,60,5,69,1,0,1,0
15,84,67,1,65,0,0,0,1
12,99,60,0,66,0,0,1,0
17,86,94,2,70,1,0,1,0
21,61,93,1,63,0,0,0,1
24,89,58,3,69,0,1,0,0
17,96,88,4,74,1,0,1,0
18,92,68,2,70,0,0,0,0
14,83,84,1,66,1,0,0,0
20,87,75,0,68,0,1,1,0
15,100,74,2,67,0,0,0,1
23,64,94,2,66,0,0,0,0
9,87,82,0,65,1,0,0,0
18,71,62,3,66,0,1,0,0
22,86,56,1,69,1,0,0,0
21,84,97,2,67,0,1,0,0
36,66,58,1,69,0,1,1,0
22,68,87,2,66,0,0,0,0
14,85,75,2,64,0,0,0,0
19,65,57,1,61,0,0,0,0
9,71,89,0,61,0,1,1,0
20,93,95,1,70,0,0,0,0
15,73,56,1,65,0,0,1,0
25,80,53,1,67,1,0,0,1
17,98,92,0,69,0,1,0,0
19,69,75,2,63,0,0,0,1
16,76,84,1,66,0,0,0,0
30,84,72,3,73,1,0,0,0
18,90,71,0,68,1,0,1,0
31,96,65,0,74,1,0,1,0
25,97,78,0,70,0,1,0,0
23,91,58,0,68,1,0,0,1
22,69,86,1,67,1,0,1,0
22,61,77,1,65,1,0,0,0
8,75,92,5,66,0,0,0,0
18,66,96,0,64,1,0,0,0
25,88,95,1,72,0,0,0,0
20,86,80,2,70,0,0,0,0
12,62,66,1,60,0,0,0,0
20,93,68,1,68,0,0,0,0
30,70,83,1,71,0,0,1,0
27,77,86,1,68,0,0,0,0
20,87,58,2,67,1,0,0,0
26,77,100,1,70,0,0,0,0
18,78,55,0,65,0,0,1,0
10,63,80,0,60,0,0,0,0
14,76,77,2,65,1,0,0,1
29,91,80,0,70,0,0,0,0
18,97,77,4,69,0,1,0,1
19,77,53,1,64,1,0,0,1
18,77,100,2,67,0,1,0,0
31,88,99,2,73,0,1,0,0
30,98,76,1,74,0,0,1,0
33,71,60,0,67,0,0,0,1
19,78,59,2,66,0,1,1,0
22,92,53,4,69,0,0,0,0
11,84,81,1,64,1,0,0,0
29,64,74,0,69,0,0,1,0
13,85,71,1,66,0,1,1,0
21,67,76,1,65,1,0,0,0
13,80,94,1,67,0,0,0,0
16,81,54,3,67,0,0,1,0
15,95,77,0,68,0,0,0,0
16,78,85,4,65,0,0,0,1
17,71,99,4,66,0,0,0,1
17,69,87,2,65,1,0,0,0
25,95,77,0,71,0,0,0,0
13,67,88,0,63,0,0,1,0
21,77,100,2,70,1,0,0,1
27,67,94,0,70,1,0,1,0
17,91,54,3,67,0,1,0,0
16,79,79,2,68,1,0,0,0
19,74,89,0,63,0,0,0,1
27,74,84,3,70,0,0,1,0
21,94,71,1,69,0,0,0,0
17,82,66,1,66,0,0,0,0
23,89,81,2,70,0,1,1,0
13,96,71,1,68,0,0,1,0
24,96,70,0,70,0,0,0,0
22,73,92,0,67,0,1,1,0
18,98,66,0,69,0,0,1,0
15,61,82,2,64,1,0,0,1
15,75,94,1,62,1,0,0,0
23,96,81,1,71,0,0,0,0
27,71,75,2,69,1,0,0,0
16,71,52,0,62,0,0,1,0
23,72,84,0,66,0,1,0,0
7,84,100,3,64,0,0,1,0
16,78,90,3,66,0,1,1,0
20,89,82,2,72,1,0,0,0
15,96,73,3,71,1,0,1,0
14,87,61,0,65,0,0,1,0
16,68,85,1,65,0,0,0,0
22,97,59,1,70,0,0,1,0
19,71,94,1,68,0,0,1,0
7,66,68,0,57,1,0,0,1
7,64,70,4,59,0,0,1,0
16,83,61,0,64,0,1,0,1
23,65,74,2,67,1,0,0,0
4,66,84,2,60,0,1,1,0
17,72,65,3,67,1,0,1,0
17,71,85,2,65,0,0,1,0
28,84,81,1,71,0,0,0,0
18,93,69,0,67,0,1,0,0
22,90,66,0,69,0,0,0,0
21,70,93,1,68,1,0,0,0
7,70,51,0,59,0,0,0,0
25,99,86,3,75,1,0,1,0
21,60,71,0,59,0,0,0,0
23,95,86,0,71,1,0,0,0
44,68,75,3,71,1,0,0,1
7,98,54,0,66,0,0,0,0
30,74,99,1,69,0,0,0,1
18,78,54,4,65,1,0,0,0
22,88,58,3,68,0,0,0,0
20,84,71,5,68,1,0,0,1
17,73,97,1,67,0,0,0,0
17,82,65,1,68,1,0,0,0
22,89,78,0,68,0,1,0,0
11,62,76,3,88,1,0,0,0
25,60,67,1,66,0,0,1,0
18,78,85,3,67,1,0,0,1
13,65,75,2,63,0,0,1,0
17,87,79,3,68,0,0,1,0
28,69,61,2,65,1,0,0,1
17,77,96,1,67,1,0,0,0
22,68,56,3,67,1,0,1,0
16,82,85,1,67,0,0,0,0
25,65,94,1,64,0,0,0,1
24,61,54,1,61,0,0,0,0
31,62,51,2,65,0,0,0,0
19,98,67,1,70,0,1,1,0
24,66,89,0,67,0,0,1,0
21,88,86,1,68,1,0,0,1
28,63,91,1,65,0,0,0,0
16,64,70,3,63,1,0,0,0
24,80,100,1,72,0,0,1,0
19,79,68,2,68,1,0,0,0
20,98,90,2,73,0,0,1,0
21,98,68,0,71,1,0,0,0
22,91,61,3,70,0,0,1,0
19,84,67,0,68,1,0,0,0
21,78,60,3,68,0,0,1,0
29,74,56,2,68,0,0,0,0
26,98,68,1,71,0,1,1,0
25,84,57,4,70,0,0,0,0
17,83,75,2,67,1,0,0,0
15,69,52,0,61,0,1,0,0
26,62,72,1,64,1,0,0,1
25,98,98,1,72,0,1,0,0
29,73,68,1,67,1,0,0,0
16,78,57,1,65,1,0,0,1
19,65,65,1,64,0,0,0,1
10,93,90,0,66,0,1,0,0
18,61,66,1,62,0,0,0,0
26,93,69,2,70,0,1,0,0
17,66,89,1,64,0,0,0,0
24,95,63,3,70,0,0,0,1
19,89,74,1,66,0,0,0,1
22,67,53,0,62,0,1,1,0
13,83,59,4,63,0,1,0,1
21,73,60,2,66,0,1,0,0
2,67,73,1,58,0,0,0,0
19,94,91,1,70,0,0,1,0
10,76,68,1,63,0,0,0,1
27,76,69,0,70,0,0,1,0
25,67,65,1,65,1,0,0,0
23,75,66,5,67,0,0,0,1
29,95,70,1,73,1,0,0,0
14,75,95,0,82,0,0,0,0
30,98,51,0,71,0,1,0,0
26,98,81,1,73,0,0,0,0
19,66,94,1,65,0,0,1,0
27,67,71,1,67,1,0,0,0
13,95,83,1,67,0,0,0,0
15,76,79,4,69,1,0,1,0
16,60,67,0,61,0,0,1,0
17,71,57,3,64,0,0,0,1
14,84,61,1,64,0,1,1,0
27,92,53,2,68,0,1,0,0
18,65,88,1,62,0,0,0,1
22,64,77,5,66,0,0,0,0
17,97,89,1,70,1,0,0,1
9,90,65,3,67,1,0,0,0
22,84,90,2,70,0,0,0,0
9,91,65,0,65,0,0,0,0
20,77,56,1,65,0,1,0,0
12,90,77,3,70,0,0,1,0
32,75,97,1,72,1,0,0,0
25,70,71,0,65,0,0,0,0
21,89,76,1,71,1,0,1,0
28,77,73,3,71,1,0,1,0
15,99,73,1,72,0,0,1,0
23,74,61,0,64,0,1,0,1
21,97,71,2,72,0,0,0,0
22,97,75,1,71,0,1,0,0
28,70,87,0,66,0,0,0,0
24,92,57,3,71,1,0,0,1
22,77,79,2,67,0,0,0,0
10,97,83,1,69,1,0,1,0
14,78,69,0,67,1,0,0,0
19,90,77,0,71,1,0,0,0
21,79,86,1,66,0,0,0,1
13,69,73,1,62,1,0,1,0
34,68,67,0,67,0,0,0,0
29,77,91,2,70,0,0,0,1
24,90,99,0,72,1,0,1,0
20,84,61,3,69,1,0,1,0
19,88,94,1,70,0,0,1,0
14,71,77,0,64,1,0,1,0
20,79,72,1,65,0,0,0,0
22,62,95,2,66,0,0,1,0
13,93,96,2,68,0,1,0,0
22,100,64,2,72,0,0,0,0
19,76,68,2,65,0,0,0,1
9,60,93,3,60,0,0,0,1
15,67,75,0,63,0,0,0,0
18,86,64,3,66,0,1,0,1
31,84,98,1,73,0,1,0,0
23,92,61,4,71,0,0,0,0
12,70,81,1,59,0,0,0,0
23,91,71,5,70,0,0,0,1
11,88,73,1,63,0,0,0,1
26,73,55,1,67,0,0,0,0
17,82,63,2,65,0,1,0,0
19,66,58,5,64,0,0,0,1
28,78,87,2,71,1,0,0,0
12,95,85,2,70,0,0,1,0
12,77,90,2,63,0,0,0,1
16,94,85,3,68,0,1,0,0
26,84,56,1,67,0,0,0,0
11,68,99,1,66,0,0,1,0
3,83,59,2,63,1,0,0,1
17,80,68,0,65,0,0,0,0
23,76,85,2,66,0,0,1,0
27,65,57,2,65,0,0,0,0
17,77,59,2,65,0,1,0,0
18,63,94,2,63,1,0,0,1
27,64,67,0,65,0,0,1,0
9,77,83,1,62,0,1,1,0
18,72,93,1,66,0,0,0,0
21,97,99,1,71,0,0,0,1
23,75,61,2,64,0,1,0,1
17,90,56,0,67,0,0,0,0
20,81,87,1,68,0,0,0,0
5,88,59,3,63,0,0,0,0
16,70,79,0,64,0,1,0,0
23,98,77,1,74,1,0,1,0
14,81,78,2,68,0,1,0,0
20,93,82,1,68,0,0,0,0
23,75,93,2,69,1,0,1,0
18,64,64,4,61,0,1,0,0
21,87,78,1,69,0,1,1,0
14,60,67,3,61,0,1,0,1
19,79,66,3,67,0,0,1,0
24,68,51,0,63,0,1,1,0
21,85,80,3,68,0,0,0,0
16,99,99,0,68,0,0,0,0
21,79,88,2,67,0,0,0,1
24,93,62,1,69,0,1,0,0
8,80,86,2,64,1,0,0,0
27,80,65,1,67,0,1,0,1
18,97,88,1,70,0,0,1,0
23,96,93,5,72,0,1,1,0
27,91,67,1,71,0,1,1,0
12,72,50,1,62,0,0,0,0
16,82,65,2,67,0,0,0,0
18,69,60,3,64,0,0,1,0
15,78,81,0,64,0,0,0,0
30,79,65,1,70,1,0,0,0
15,93,52,3,68,0,0,0,0
17,96,77,1,70,0,0,0,0
21,77,94,1,65,0,0,0,1
13,61,73,2,59,0,1,0,1
18,94,69,1,69,0,0,0,0
22,67,59,2,67,0,0,0,0
18,85,69,2,68,0,0,1,0
19,61,67,1,62,0,0,0,0
17,76,100,0,65,1,0,0,0
11,99,52,0,69,1,0,0,0
22,64,62,3,65,0,0,0,0
31,77,53,1,68,1,0,0,1
20,72,93,4,68,1,0,0,1
21,96,71,3,71,1,0,0,0
24,95,90,3,71,0,0,0,1
12,70,85,1,66,1,0,0,0
30,63,96,4,71,0,0,1,0
21,85,51,2,66,0,0,0,0
30,73,60,0,66,1,0,0,1
16,87,85,2,69,1,0,1,0
31,61,79,0,65,0,0,0,0
25,65,85,2,66,1,0,0,1
23,87,79,2,67,0,0,0,1
21,68,79,1,66,0,0,0,0
19,94,97,0,69,0,0,0,0
27,62,96,2,66,1,0,0,1
21,69,52,0,64,1,0,0,0
8,100,71,0,70,1,0,1,0
13,77,76,1,62,0,1,0,0
19,88,68,1,67,0,1,0,0
22,67,52,1,60,0,1,0,0
20,84,74,1,66,0,1,0,1
27,89,99,0,72,0,0,0,0
8,73,54,2,63,0,0,1,0
21,93,91,1,69,0,1,0,1
9,84,60,1,66,1,0,1,0
25,76,79,2,69,0,0,0,0
19,82,69,2,68,1,0,0,0
23,83,67,3,66,0,0,0,1
15,67,94,0,63,0,0,0,0
28,76,99,1,70,0,0,0,0
26,74,69,2,68,0,0,0,0
24,76,82,2,68,0,0,0,0
19,90,78,1,67,0,0,0,0
23,79,54,1,67,1,0,1,0
16,98,52,3,69,1,0,0,1
25,72,89,3,68,0,0,0,0
30,77,70,0,67,0,0,0,1
26,91,65,0,70,1,0,0,0
16,82,99,3,70,1,0,1,0
22,82,54,2,66,0,0,0,1
12,62,63,0,61,1,0,1,0
23,76,93,2,68,0,1,1,0
23,71,71,1,64,0,1,0,0
9,100,79,1,66,0,1,0,1
13,72,52,3,65,0,1,1,0
18,95,96,3,73,0,0,1,0
18,87,57,3,66,0,1,0,1
13,74,61,2,65,1,0,1,0
22,82,58,0,68,0,0,1,0
22,94,75,0,69,0,0,0,0
19,95,91,1,72,0,1,1,0
15,66,63,3,63,0,0,0,0
26,74,57,0,65,0,1,0,0
30,73,70,0,69,1,0,0,0
17,62,99,2,62,1,0,0,1
16,84,51,0,66,0,0,1,0
23,94,75,3,69,0,1,0,1
18,75,83,2,67,1,0,0,0
19,90,90,0,94,0,0,1,0
24,85,87,2,71,0,0,0,0
9,75,54,2,61,0,0,0,0
28,66,73,2,68,1,0,0,0
20,88,54,0,66,0,0,0,0
18,94,81,0,71,1,0,1,0
19,87,54,3,66,0,1,0,0
20,61,52,2,60,0,1,0,0
10,69,65,0,60,0,0,0,0
29,63,97,3,66,0,1,0,1
20,83,85,1,67,0,0,0,1
23,90,50,4,67,0,1,0,1
26,64,64,2,64,0,0,0,0
14,94,51,0,66,0,0,0,0
23,82,65,1,68,1,0,0,1
18,88,84,1,70,1,0,0,1
25,99,88,3,75,1,0,0,0
7,63,90,0,86,1,0,1,0
19,96,95,3,73,0,0,0,0
16,65,68,1,61,0,0,0,1
23,76,93,0,68,1,0,1,0
23,94,86,1,70,0,0,1,0
16,96,77,1,71,0,0,0,0
16,80,98,2,71,1,0,0,0
19,84,97,2,68,0,0,0,0
15,88,95,2,70,1,0,1,0
25,93,60,1,70,0,0,0,0
18,65,60,0,62,0,0,1,0
3,92,95,3,67,1,0,0,1
18,79,70,3,68,0,0,0,0
14,78,90,1,68,1,0,1,0
10,77,84,2,64,1,0,1,0
13,80,88,1,68,0,0,1,0
21,98,51,0,69,0,1,1,0
28,82,71,1,70,0,0,1,0
22,98,93,4,73,0,0,0,0
16,67,74,1,66,1,0,0,0
23,89,85,0,68,0,1,0,0
17,92,88,1,68,0,1,0,0
16,87,56,2,65,0,1,0,0
13,84,58,2,66,0,0,0,0
9,83,86,0,62,1,0,0,1
18,94,53,3,67,0,1,0,1
21,93,67,1,73,0,0,1,0
19,65,96,2,65,0,0,0,1
18,94,79,2,70,1,0,0,1
14,77,96,3,68,1,0,0,0
24,70,65,3,67,1,0,0,0
12,95,82,2,66,0,1,0,0
25,77,64,3,65,0,0,0,1
14,92,56,1,66,1,0,0,1
15,71,100,2,66,1,0,1,0
11,60,59,2,60,0,0,1,0
17,80,59,0,66,1,0,0,1
26,64,92,2,68,1,0,0,0
23,90,90,3,72,0,0,0,0
26,71,99,1,68,0,1,1,0
23,78,54,0,67,0,0,0,0
13,63,55,0,62,1,0,0,0
18,71,72,0,66,0,0,0,0
15,91,80,0,69,1,0,0,0
28,66,52,0,64,0,0,0,0
13,86,58,0,63,0,1,0,0
25,97,85,2,74,0,1,1,0
25,87,83,0,72,1,0,0,0
31,92,54,1,71,0,0,0,0
18,64,97,2,64,0,1,1,0
24,70,63,0,65,1,0,1,0
34,96,94,1,75,0,0,0,0
16,89,96,2,69,1,0,0,0
11,86,75,1,65,0,0,0,0
9,87,71,0,60,0,1,0,1
24,77,64,2,69,0,0,0,0
9,62,90,4,65,1,0,1,0
18,91,60,0,67,0,1,0,0
23,87,81,5,70,1,0,0,1
21,79,78,1,66,0,0,0,1
23,96,62,0,69,0,0,0,0
21,73,99,2,69,0,0,0,0
28,72,92,1,68,1,0,0,0
14,95,51,5,70,0,0,0,0
16,92,71,2,66,0,0,0,1
15,81,68,0,65,1,0,0,0
25,65,94,1,65,0,1,0,0
25,69,63,1,65,0,1,0,0
23,86,100,0,69,0,1,0,0
27,75,60,4,69,0,0,0,0
13,93,62,0,65,0,0,1,0
30,98,83,1,76,1,0,1,0
29,92,58,2,72,0,0,1,0
24,75,94,2,67,0,0,0,1
31,92,55,3,74,1,0,0,0
10,74,99,2,66,0,0,0,0
17,67,94,2,66,1,0,1,0
16,61,92,4,66,0,0,1,0
24,75,70,5,71,0,1,1,0
14,96,76,0,66,0,0,0,1
25,70,73,1,65,0,1,1,0
28,68,99,1,69,0,1,1,0
24,99,52,1,69,0,0,0,1
22,61,69,2,63,0,0,0,0
14,91,98,0,68,0,1,0,0
15,73,68,1,64,0,0,0,0
27,61,70,2,64,0,0,0,0
25,97,82,1,73,0,0,1,0
20,66,95,2,66,0,1,1,0
17,82,65,4,67,0,0,1,0
8,71,97,3,63,1,0,0,0
14,63,64,1,61,0,0,0,0
31,62,91,4,71,0,0,0,0
12,65,64,1,61,0,1,0,0
21,63,54,1,62,0,0,0,1
26,90,91,1,74,1,0,1,0
12,79,73,2,65,0,0,0,0
21,74,70,2,64,0,1,0,1
26,77,71,1,66,0,1,0,1
20,97,81,1,72,1,0,1,0
37,96,63,0,76,1,0,0,0
10,89,62,4,67,0,0,0,0
26,95,74,3,71,0,0,1,0
19,73,52,1,65,1,0,0,0
25,75,82,3,68,0,1,0,1
23,85,91,1,68,0,0,0,0
16,85,86,3,67,1,0,0,1
21,79,73,1,64,0,0,0,1
9,76,78,0,60,0,1,1,0
24,99,51,1,70,0,0,0,0
22,93,96,1,73,1,0,0,0
24,77,78,2,69,0,0,0,0
26,89,66,0,70,1,0,0,0
22,71,65,1,64,0,0,0,0
21,64,83,2,64,1,0,0,1
15,74,79,0,65,1,0,0,0
16,76,59,0,62,0,0,0,0
27,61,70,0,64,0,0,0,0
29,93,84,0,72,0,0,0,0
19,74,65,1,64,0,0,0,1
20,83,75,0,67,0,0,0,0
15,63,63,4,64,1,0,1,0
27,67,54,0,61,0,1,0,0
24,96,69,1,72,0,0,1,0
32,84,87,2,70,0,0,0,0
15,98,61,4,70,0,0,1,0
18,100,88,2,71,0,0,0,0
21,75,83,1,68,1,0,1,0
24,72,75,3,68,0,0,0,0
19,94,99,0,70,1,0,1,0
15,100,94,2,73,1,0,1,0
25,85,78,2,69,1,0,0,0
24,92,78,0,71,0,0,1,0
15,91,64,1,64,0,1,0,0
28,74,96,0,68,0,0,0,0
27,83,95,0,69,0,0,0,0
21,93,87,1,70,1,0,0,1
20,88,56,1,67,0,0,0,0
23,61,85,1,66,0,0,1,0
15,73,63,2,65,0,0,1,0
20,66,59,4,66,0,0,1,0
7,69,88,0,61,0,1,0,0
25,96,98,0,71,0,1,0,0
11,61,55,5,60,1,0,0,1
29,69,58,1,66,0,0,0,0
18,72,61,1,61,0,1,0,1
19,85,98,2,68,0,0,0,0
16,81,85,2,68,0,0,1,0
18,69,84,2,65,0,0,0,0
29,67,75,3,65,1,0,0,1
5,69,77,2,60,0,0,0,0
28,80,65,2,67,0,1,0,0
22,71,58,2,65,1,0,0,0
13,98,89,1,70,1,0,0,0
14,79,74,1,64,0,0,0,0
30,62,63,2,68,0,0,1,0
14,89,82,2,69,1,0,0,0
13,73,60,0,65,0,0,1,0
27,86,74,2,71,0,0,0,0
22,71,60,1,65,0,0,0,0
14,83,88,0,65,0,0,1,0
21,91,66,0,68,0,0,0,0
14,97,72,1,66,0,0,0,1
27,70,88,1,65,0,1,0,1
26,73,83,2,71,1,0,1,0
23,79,70,3,68,0,1,0,0
22,97,54,2,70,0,0,0,0
31,96,96,3,74,0,0,0,1
20,64,50,0,62,1,0,0,1
13,65,87,1,61,0,0,1,0
23,80,97,0,70,1,0,1,0
33,64,65,0,65,0,1,0,0
14,74,54,2,62,0,0,0,0
18,66,62,2,65,1,0,1,0
22,85,66,0,68,1,0,0,0
20,98,73,2,70,0,0,1,0
14,100,76,1,68,0,0,0,1
27,75,86,3,69,0,1,0,0
34,84,95,1,73,0,0,1,0
21,94,73,1,71,0,0,0,0
15,65,87,0,63,0,1,1,0
11,88,56,2,66,1,0,0,0
22,76,66,1,67,1,0,0,1
27,68,56,0,64,0,1,1,0
23,76,85,1,66,0,0,0,1
20,63,95,2,69,1,0,1,0
16,88,94,4,72,0,0,1,0
13,70,66,1,63,0,0,1,0
25,72,62,2,67,0,0,1,0
25,65,64,1,64,0,1,0,0
11,95,64,4,68,0,0,0,0
30,80,54,1,71,1,0,1,0
23,83,57,2,67,0,0,0,1
28,83,61,1,67,0,0,0,1
12,76,50,2,64,0,0,0,0
12,68,52,5,63,1,0,0,1
19,90,85,2,72,1,0,1,0
23,65,81,2,63,0,1,0,0
31,64,97,2,67,1,0,0,0
24,88,70,1,68,0,1,0,0
19,68,72,2,64,0,1,1,0
14,72,53,4,65,0,0,1,0
27,79,58,2,68,0,0,0,1
14,78,85,2,66,0,0,1,0
30,88,62,4,73,0,0,0,0
18,85,89,1,68,0,1,0,0
30,86,85,2,72,0,0,1,0
24,89,87,3,70,0,0,0,0
19,72,85,1,66,0,0,0,0
17,73,85,3,66,0,1,0,0
18,78,77,2,66,0,1,0,1
23,72,84,2,65,1,0,0,1
20,99,76,2,71,1,0,0,1
16,93,60,1,66,0,1,0,0
19,67,61,1,63,0,0,0,1
20,60,70,2,63,0,0,0,0
7,62,51,0,58,1,0,0,0
23,70,94,3,68,0,0,1,0
14,65,63,2,61,1,0,0,0
13,81,53,2,65,0,0,1,0
10,94,71,1,67,1,0,0,1
9,89,91,1,67,0,1,1,0
12,69,70,1,62,1,0,0,1
16,76,63,0,86,0,0,1,0
32,80,77,0,71,1,0,0,0
17,92,79,1,70,0,0,0,0
21,94,88,1,71,0,0,0,0
22,96,90,2,71,1,0,0,1
21,80,85,1,70,1,0,1,0
20,88,50,2,67,0,0,1,0
13,64,50,0,60,0,0,0,1
29,83,99,0,73,1,0,1,0
31,70,63,1,67,1,0,0,1
10,77,64,1,62,0,1,1,0
14,85,87,0,67,0,0,1,0
18,70,79,1,65,1,0,0,1
14,62,73,1,61,0,0,0,0
23,60,56,0,61,1,0,0,0
16,61,54,1,60,1,0,0,0
33,60,85,4,68,1,0,1,0
27,64,56,0,65,1,0,0,0
21,70,72,3,67,1,0,1,0
26,69,87,2,67,1,0,0,1
27,99,96,0,74,1,0,0,0
17,72,94,4,64,0,1,0,0
15,65,93,2,64,0,0,1,0
20,82,68,2,67,0,0,0,1
25,94,96,6,74,1,0,1,0
21,87,84,1,69,0,0,0,0
11,72,94,1,62,0,1,0,0
15,82,54,1,66,0,0,0,0
20,89,52,2,69,1,0,1,0
20,89,71,1,68,1,0,0,0
32,87,91,2,74,1,0,0,0
12,95,70,4,68,0,0,0,0
23,95,94,2,73,0,0,0,0
29,83,62,4,70,0,0,0,1
34,77,52,0,69,0,0,1,0
18,86,88,2,68,0,0,0,0
23,93,81,2,71,0,0,1,0
23,60,72,3,64,0,1,0,0
21,100,92,3,71,0,0,0,0
19,67,91,1,65,0,0,0,0
23,79,66,1,68,0,1,0,0
5,95,92,1,67,0,0,1,0
24,69,67,2,67,0,0,1,0
21,79,81,2,67,0,0,0,1
19,65,60,1,63,0,0,1,0
32,76,63,0,68,0,0,0,0
16,67,72,1,66,1,0,1,0
18,75,66,1,67,0,0,0,0
32,75,56,3,68,0,0,0,1
15,100,74,2,72,1,0,0,0
17,100,76,3,70,0,0,0,0
19,65,58,3,62,0,1,1,0
25,89,59,2,69,0,0,0,1
21,62,51,0,61,0,0,0,1
12,61,52,2,58,0,0,0,1
17,64,68,5,63,0,1,0,0
16,99,57,4,71,1,0,0,0
20,98,96,1,70,0,1,0,0
23,68,60,1,64,1,0,0,0
23,66,53,2,63,1,0,0,1
9,70,70,1,63,1,0,0,0
26,81,60,2,71,1,0,0,1
22,83,53,0,65,0,1,1,0
28,69,88,2,68,1,0,1,0
23,90,78,1,70,0,0,1,0
27,72,53,3,68,1,0,1,0
23,97,73,3,69,0,0,1,0
28,86,52,0,70,0,0,0,0
23,77,68,0,67,1,0,0,0
19,92,68,2,69,0,1,1,0
34,93,91,2,73,0,1,0,0
25,72,87,3,68,0,0,0,0
23,74,95,2,67,1,0,0,0
12,97,57,0,67,0,0,1,0
12,67,77,2,64,0,0,1,0
22,62,51,2,63,1,0,0,0
21,78,91,1,67,0,1,1,0
16,92,68,1,70,0,0,1,0
21,91,53,1,71,1,0,0,0
30,97,66,1,74,0,0,1,0
24,81,64,2,70,0,0,1,0
13,64,88,1,59,0,1,0,1
19,84,56,0,64,0,1,0,0
15,91,78,2,67,0,1,0,0
18,64,90,1,63,0,0,0,0
18,67,87,5,66,0,1,1,0
17,60,97,1,62,0,0,0,0
12,84,50,3,65,0,1,0,0
19,95,68,3,73,1,0,1,0
17,87,68,1,70,1,0,1,0
2,99,52,0,62,0,0,0,1
32,63,91,2,68,0,0,1,0
27,96,84,1,74,1,0,0,1
18,93,76,2,96,0,0,0,0
20,73,70,1,66,1,0,1,0
13,99,95,0,69,0,1,1,0
30,72,63,1,70,1,0,1,0
31,96,67,2,73,0,0,0,1
21,95,98,1,69,0,1,0,1
26,90,53,1,71,1,0,1,0
21,83,89,0,65,1,0,0,1
12,65,86,1,62,0,0,0,1
18,81,95,1,69,1,0,1,0
21,74,55,3,65,0,1,0,0
17,92,99,1,68,0,0,0,0
19,90,51,1,65,0,1,0,1
19,96,67,4,72,0,0,1,0
20,61,54,2,67,1,0,1,0
20,92,53,2,68,0,0,0,1
14,98,98,0,68,0,1,0,0
16,92,86,2,66,0,0,0,0
12,65,75,0,62,0,0,1,0
26,63,55,2,65,0,0,0,0
7,61,76,1,60,0,1,1,0
27,85,66,2,70,1,0,0,0
28,85,64,1,68,0,0,0,0
18,99,81,1,72,0,0,1,0
4,76,90,2,63,0,0,0,0
18,73,72,1,63,0,0,1,0
20,85,75,1,67,0,1,0,0
14,93,83,4,68,0,0,0,1
17,97,56,2,69,0,0,0,0
29,92,91,1,75,1,0,0,0
24,77,92,0,67,0,1,0,0
14,85,77,2,69,1,0,1,0
10,94,59,0,65,0,1,0,0
18,80,75,2,65,0,1,1,0
19,69,55,1,63,0,0,0,0
23,67,88,2,65,0,1,0,0
17,60,66,0,58,0,0,0,1
23,89,66,0,70,1,0,1,0
32,64,97,1,66,0,1,0,1
25,70,71,2,63,0,0,0,1
20,72,89,1,62,0,0,0,1
19,82,82,2,69,0,0,0,0
18,76,66,1,66,0,0,0,0
27,87,56,0,68,1,0,0,1
16,62,90,2,62,0,1,0,0
20,65,88,0,64,1,0,0,0
20,80,58,0,65,0,0,1,0
17,73,62,2,64,0,0,1,0
12,72,88,2,65,0,0,0,0
22,63,99,3,65,0,0,0,0
20,96,92,0,70,0,1,0,0
23,88,84,2,71,0,1,1,0
17,65,96,2,65,0,0,0,0
27,63,64,1,67,1,0,0,0
15,99,50,4,68,0,1,1,0
30,87,66,1,73,1,0,1,0
10,77,99,0,64,0,0,1,0
23,88,94,3,71,1,0,1,0
23,90,53,2,70,0,0,1,0
15,91,75,4,68,0,1,1,0
23,79,54,2,68,1,0,0,0
28,77,89,3,68,0,1,1,0
7,60,69,0,59,0,0,1,0
23,97,96,2,74,0,0,0,0
5,84,53,1,62,0,0,0,0
14,68,87,2,64,1,0,0,1
30,97,70,0,76,1,0,1,0
17,97,63,2,70,1,0,0,0
